pt_GeV,eta,phi_rad,m_GeV
0.028972004,0.7934557,0.29005262,0.09710225
0.08606467,0.41959533,0.68937975,0.04018932
0.0082040895,0.9378198,0.16914657,0.0792433
0.0720661,0.3063896,0.9413403,0.0033668096
0.010801265,0.9146405,0.20023549,0.16090277
0.030105224,0.7903382,0.3200028,0.09857852
0.016234362,0.8876371,0.21762078,0.22844535
0.008531571,0.9106088,0.20929694,0.099582
0.014804771,0.89339316,0.21381241,0.14134161
0.012496647,0.8905083,0.23722547,0.1532753
0.07876986,0.3184715,0.9375071,0.0058781058
0.021832876,0.8272176,0.2571442,0.29082632
0.035506986,0.72630626,0.34690863,0.09492059
0.018440016,0.81533945,0.27738425,0.22018297
0.09659493,0.47435668,0.6423463,0.07819853
0.021246256,0.8010936,0.27235037,0.25365844
0.015199952,0.8823923,0.20739132,0.19352823
0.06553346,0.29700822,0.95974416,0.0025301904
0.016460693,0.8249588,0.21997401,0.17386006
0.017959412,0.88124156,0.23997663,0.09735633
0.015459581,0.8494646,0.22555886,0.17136994
0.020355154,0.82244503,0.27403587,0.22820716
0.07348224,0.35633543,0.7318825,0.025604371
0.010369953,0.9023605,0.17502514,0.13648501
0.007295836,0.93964416,0.17338365,0.07478581
0.1094557,0.46140286,0.69604945,0.052465156
0.07457315,0.4937173,0.5271635,0.070435084
0.00881882,0.938821,0.16078453,0.13341697
0.014054069,0.8991391,0.30171582,0.06764618
0.06695827,0.30262676,0.96562576,0.002771859
0.012336263,0.8768632,0.21598524,0.104174875
0.008244305,0.9213225,0.19156472,0.07585066
0.018523192,0.86626303,0.2486499,0.077368796
0.059105635,0.58570087,0.48709685,0.07748473
0.01833564,0.850211,0.27430865,0.07055506
0.01713323,0.90950876,0.21146981,0.13828784
0.06789365,0.3199156,0.90480053,0.0072498787
0.00803364,0.93708336,0.16456671,0.07045872
0.015993794,0.87883013,0.23514137,0.11641491
0.07110343,0.35306886,0.7905124,0.019102143
0.03868227,0.6992809,0.40864974,0.077772036
0.008630079,0.9246859,0.17503057,0.10808638
0.01350337,0.9017361,0.21996574,0.14813906
0.02375089,0.8333493,0.2616016,0.37283367
0.065858044,0.46339142,0.5165575,0.07988053
0.009032222,0.92642087,0.17712481,0.07636805
0.09998923,0.3834939,0.79573625,0.024805391
0.013977401,0.8890505,0.19459757,0.16926898
0.06949597,0.6622246,0.5999333,0.061641544
0.077173576,0.33741152,0.9635009,0.0030343311
0.06657249,0.30763364,0.9851441,0.0009373174
0.014804409,0.8465531,0.23030502,0.14526837
0.02485378,0.8274069,0.32186967,0.07962403
0.02300187,0.7838623,0.279787,0.3164975
0.07689847,0.5138851,0.5594256,0.08781211
0.012023868,0.8938975,0.20327203,0.17315915
0.018206207,0.8580451,0.27704856,0.075313404
0.016191786,0.808567,0.20704441,0.22201213
0.016308717,0.8564691,0.2225721,0.17597258
0.08214852,0.3453568,0.84921217,0.012181733
0.007788234,0.94265234,0.17368957,0.07901953
0.016302263,0.8777425,0.24368028,0.07085556
0.01054792,0.89582014,0.20938285,0.08319818
0.010040446,0.9141023,0.17194311,0.12981181
0.100145616,0.39462194,0.731139,0.03730501
0.12531841,0.48916283,0.8768696,0.014704622
0.09636122,0.40698358,0.73263276,0.04237487
0.06763039,0.33153218,0.94352865,0.0048946105
0.022970654,0.8032025,0.21914741,0.30712423
0.011371526,0.89479923,0.18178323,0.16370375
0.09022668,0.4107512,0.76234436,0.033222213
0.007339331,0.9263271,0.17276049,0.07788908
0.053105637,0.7416804,0.38498566,0.14105585
0.050331898,0.5686194,0.45996612,0.070861615
0.020481087,0.76709473,0.24800293,0.23453909
0.017650582,0.81494594,0.24805693,0.18692493
0.018429723,0.82089984,0.2635638,0.23360777
0.06837584,0.28896174,0.96897423,0.00162954
0.008435465,0.93492204,0.17297004,0.12157806
0.12873049,0.41549167,0.88026965,0.014984948
0.01010739,0.894255,0.1972399,0.104107566
0.007183205,0.94877577,0.16780299,0.09228595
0.041802797,0.7177656,0.40121153,0.09416372
0.008765468,0.9176826,0.19553605,0.07146893
0.014270378,0.8876051,0.2075481,0.18846405
0.007151824,0.92749995,0.17319272,0.083217934
0.09709084,0.4464432,0.69604176,0.05102773
0.017805956,0.8796872,0.22621305,0.12217715
0.005619621,0.9550671,0.14701317,0.06393301
0.014198172,0.8838416,0.25057822,0.09986138
0.10574467,0.42645139,0.76749897,0.034056272
0.07301305,0.34192622,0.7973534,0.017006828
0.018285478,0.8008678,0.24272767,0.21899094
0.014639252,0.87457085,0.20314035,0.17683993
0.0099451,0.92488575,0.17281039,0.13425641
0.012459284,0.8949484,0.19634552,0.15451154
0.07984833,0.32073945,0.97878504,0.001612642
0.0086583365,0.93336517,0.16915813,0.1332522
0.017949877,0.8396117,0.27294025,0.1660971
0.011578476,0.9014014,0.16730703,0.15091664
0.016536286,0.8835061,0.19619131,0.23587497
0.08222612,0.5208927,0.6312328,0.08435237
0.07427136,0.34258038,0.8441981,0.017727701
0.018895866,0.78190744,0.21980175,0.34664515
0.013917088,0.87906593,0.19294249,0.15726316
0.083906345,0.26936302,0.9736116,0.002011595
0.017383482,0.859385,0.28165162,0.10013492
0.016056417,0.86696625,0.2585434,0.074258395
0.0167419,0.86025506,0.22299564,0.17529738
0.019934084,0.83953345,0.24866489,0.24340917
0.014001836,0.88419056,0.214949,0.1693974
0.006462562,0.94658303,0.14449348,0.081354
0.010309026,0.9297635,0.1763773,0.104213834
0.017657528,0.8120743,0.21115124,0.3410715
0.07795764,0.37221938,0.701371,0.030102411
0.04967392,0.70962673,0.3926618,0.14181486
0.0686908,0.30524427,0.9585978,0.0030910347
0.09033214,0.32916197,0.8617954,0.012553192
0.008901316,0.92373395,0.19509017,0.12896681
0.023464411,0.8398993,0.28491607,0.08962957
0.007596988,0.9300196,0.18089078,0.093541436
0.06029381,0.28894094,0.9712095,0.0019261305
0.010981721,0.8899736,0.20249762,0.11554022
0.009058928,0.91910154,0.16516238,0.1000015
0.008963067,0.9297391,0.16799302,0.122701995
0.00905535,0.9117619,0.21186109,0.10168031
0.010008372,0.8966056,0.19642124,0.118985265
0.00982094,0.92924863,0.17891057,0.11490208
0.006781223,0.9441239,0.15223415,0.09242922
0.016083691,0.9116691,0.19805425,0.18990754
0.0057996064,0.95401007,0.15202865,0.07330238
0.05830149,0.3146517,0.91457736,0.004765307
0.10461645,0.44651932,0.66568524,0.049410608
0.008200722,0.9251537,0.17855647,0.08839084
0.023940828,0.86049205,0.26745448,0.19264142
0.009015217,0.9319564,0.17818323,0.1022133
0.019897914,0.83822066,0.28805673,0.20249885
0.009258911,0.9070632,0.1885555,0.12125706
0.011293547,0.9212644,0.20590952,0.09320492
0.09762388,0.37252626,0.8550701,0.017339919
0.029605651,0.80602074,0.38386977,0.06787913
0.06312676,0.30488598,0.9228602,0.004981977
0.014708408,0.88752997,0.24446881,0.11094502
0.015382852,0.882282,0.21021232,0.19488698
0.010714532,0.90995055,0.19004945,0.110462226
0.021989333,0.81664294,0.21447474,0.42782384
0.012793458,0.8845897,0.21670656,0.08488293
0.027118849,0.8144615,0.3384135,0.08935179
0.01253555,0.8947476,0.23508099,0.15661731
0.021338152,0.8326283,0.23984079,0.45021796
0.07728188,0.3944703,0.62492824,0.045201495
0.031025812,0.7363682,0.3512679,0.09156925
0.077756196,0.33456525,0.8979963,0.0065729367
0.0973063,0.490619,0.6139278,0.090493046
0.0068304474,0.9507806,0.16158147,0.09093495
0.06720896,0.5863064,0.5054142,0.10117586
0.100175634,0.32139322,0.8361558,0.015126572
0.025941093,0.8043432,0.23885058,0.2530071
0.023320146,0.8120422,0.20394573,0.3326456
0.00842723,0.9397081,0.17305,0.09916085
0.0319124,0.7246223,0.36620674,0.071148254
0.018682387,0.7959232,0.22899306,0.23025468
0.015366553,0.89149755,0.21139173,0.12266495
0.012757651,0.8870024,0.23200108,0.14587682
0.012002216,0.9151211,0.19251923,0.09062176
0.007096758,0.923715,0.19711733,0.092567906
0.013289436,0.8973436,0.23148835,0.067735724
0.013074242,0.89220494,0.2572445,0.103487894
0.018606244,0.8536822,0.2588922,0.10562586
0.06846718,0.35509622,0.77178377,0.017757943
0.0069327727,0.94011486,0.1682121,0.08664912
0.024596876,0.85097384,0.2534454,0.1662599
0.078128435,0.30944207,0.93656963,0.0053101173
0.03326151,0.81476945,0.35279828,0.076516815
0.01004449,0.9193518,0.16747527,0.13379769
0.018608121,0.8400879,0.21442428,0.19976497
0.01590893,0.86820465,0.2613131,0.11962093
0.02268925,0.8150317,0.18349853,0.556435
0.058597863,0.683643,0.4650998,0.0793853
0.0074185664,0.93927425,0.15447456,0.11302327
0.0069325296,0.9469688,0.16138333,0.07110403
0.021117039,0.80028015,0.27130547,0.22932495
0.019936236,0.79741925,0.21506132,0.23990083
0.018080957,0.8381223,0.30898607,0.21443394
0.12974423,0.43916044,0.773684,0.03582039
0.008138893,0.93890685,0.16590571,0.08290753
0.014723509,0.84012574,0.21441829,0.1548287
0.06691181,0.6504876,0.5169134,0.07094425
0.02203138,0.7671533,0.2687606,0.27862322
0.021991784,0.83500654,0.26717606,0.3540126
0.007439945,0.9407136,0.16518953,0.072650455
0.07541166,0.6378722,0.70548034,0.032016855
0.074044034,0.3200768,0.80395997,0.018050473
0.07874321,0.31115705,0.93850774,0.0041500353
0.06906044,0.3302515,0.7738479,0.018569162
0.015338974,0.7836672,0.21175429,0.21947308
0.008991894,0.9243932,0.17179637,0.12273862
0.007139537,0.9423227,0.16839854,0.08257289
0.021392433,0.8703544,0.28201267,0.13432488
0.0087455455,0.9216453,0.1738105,0.11852043
0.051285688,0.72361416,0.581123,0.043310326
0.08646309,0.5040903,0.58677715,0.07616164
0.023179546,0.8033735,0.24822211,0.37992173
0.08578494,0.40121204,0.77685714,0.029353477
0.0152832735,0.8462081,0.21770881,0.1722367
0.068065114,0.2776652,0.96567905,0.0019684678
0.031392165,0.8013294,0.36098915,0.08839809
0.04147727,0.72809064,0.39504683,0.08255367
0.014015219,0.88421994,0.23048703,0.1540454
0.08319493,0.4184384,0.7504312,0.033023246
0.0072435094,0.9402504,0.17785236,0.07221569
0.015383027,0.8077052,0.23979509,0.18365681
0.06418932,0.2572043,0.99342996,0.00036801927
0.007645155,0.9329002,0.15801117,0.10436159
0.0061565186,0.9469279,0.15379936,0.074583575
0.012709501,0.89763594,0.3229607,0.07070223
0.019006226,0.8264221,0.22032766,0.20352064
0.07379284,0.35026255,0.7907986,0.0204328
0.08483205,0.39201024,0.79184884,0.027565258
0.020020723,0.79697794,0.2214747,0.28435126
0.025662502,0.82101095,0.31115335,0.12085497
0.027786642,0.8244639,0.4210584,0.064171
0.051052768,0.6331311,0.44935262,0.081763156
0.016619062,0.85097235,0.25008464,0.13757937
0.023079725,0.8156498,0.3247916,0.06911626
0.023396559,0.79540896,0.23022887,0.37346178
0.012676923,0.8971289,0.21782005,0.16321431
0.07458704,0.2990847,0.97356874,0.0019967202
0.011652061,0.91791385,0.1921249,0.15356824
0.018670095,0.85683405,0.2047718,0.2420159
0.07818955,0.28526035,0.97844434,0.0013434399
0.012941008,0.89456487,0.2345315,0.08796339
0.01397813,0.84613824,0.22532345,0.14392333
0.014916156,0.86555666,0.2126045,0.16682036
0.011658856,0.8844471,0.20633873,0.12679306
0.029259397,0.7727044,0.35746032,0.06903691
0.01354839,0.8829197,0.18816473,0.17887105
0.016755925,0.83326095,0.20129257,0.23769876
0.0079735285,0.9418225,0.16387859,0.121753916
0.053224813,0.31813908,0.9402949,0.0036521587
0.023383845,0.76912206,0.2527643,0.24903136
0.018792076,0.8411643,0.22094537,0.23949958
0.02981463,0.78068614,0.3225154,0.20655188
0.042847782,0.71174943,0.33717436,0.0985095
0.02440988,0.8525668,0.35685015,0.07981168
0.01094211,0.90346223,0.23490071,0.15308298
0.022579437,0.79054934,0.21723506,0.36603123
0.098420486,0.33927476,0.85294676,0.014631701
0.006732622,0.9431347,0.16661447,0.06922318
0.015701571,0.8445152,0.20976439,0.19034672
0.01978116,0.85048866,0.27259934,0.07043245
0.016009245,0.88869417,0.25566295,0.12476502
0.08152506,0.42738405,0.61937106,0.05562434
0.022320949,0.87248814,0.24887611,0.11724514
0.011271058,0.8999999,0.22409347,0.09986001
0.03968248,0.736417,0.33522484,0.08146772
0.032999277,0.7567582,0.38555673,0.079654835
0.10614298,0.43931264,0.6713356,0.046663955
0.014661036,0.88293594,0.23954642,0.08412491
0.03396861,0.7278605,0.40882814,0.068604276
0.0692924,0.32234785,0.91457045,0.0053726397
0.021442238,0.7598023,0.23522328,0.27936265
0.05385963,0.6600907,0.3824854,0.12718348
0.018804818,0.7977768,0.22068268,0.24909608
0.018899996,0.8636093,0.2618233,0.094120555
0.011185624,0.903265,0.18243885,0.157439
0.120300986,0.4604826,0.7451567,0.046052396
0.015339738,0.8552496,0.26166317,0.1669045
0.010582255,0.92084765,0.21641396,0.092775956
0.014017671,0.8894348,0.20569715,0.20449884
0.01783567,0.85239553,0.28967142,0.10904044
0.017395005,0.8219228,0.23896642,0.19374484
0.02078364,0.8098367,0.2133402,0.45516065
0.0073788133,0.94598216,0.16156709,0.09296983
0.0058643543,0.955138,0.15357292,0.07939957
0.054590862,0.3213916,0.9364529,0.0056351097
0.016625438,0.80978537,0.24200329,0.21073899
0.009194285,0.9265632,0.18682209,0.09079357
0.11357887,0.39694548,0.78128546,0.0338843
0.104379095,0.39967632,0.766715,0.02986961
0.017800588,0.81640995,0.25652748,0.19673927
0.009611468,0.9110985,0.21410893,0.09018001
0.111184895,0.39623463,0.7720446,0.027552938
0.07212618,0.31231177,0.8332985,0.012009184
0.042070217,0.7207428,0.3974243,0.09205398
0.011836115,0.9088833,0.17886712,0.15356646
0.021420397,0.82387215,0.26800156,0.17940623
0.09189109,0.51087195,0.5887061,0.08075072
0.014391065,0.90204215,0.21709844,0.09149913
0.0148676075,0.8311818,0.20532204,0.17686576
0.016074546,0.8969367,0.22349958,0.1475955
0.07237648,0.34798488,0.7709392,0.01941312
0.04469746,0.70827925,0.36222044,0.07629084
0.0658558,0.29228395,0.9844209,0.001136307
0.015520884,0.7941385,0.2398359,0.1768319
0.014233735,0.87943166,0.22792967,0.14945863
0.0066725397,0.94846404,0.15837826,0.07114519
0.016006825,0.90162,0.20791088,0.16002601
0.011345212,0.9121241,0.17758259,0.15914363
0.015409737,0.87785417,0.25762305,0.09731148
0.009310677,0.93084615,0.18830712,0.08829398
0.059006114,0.2839607,0.9512676,0.002529258
0.016773423,0.8334141,0.27023298,0.31265238
0.10674435,0.34868345,0.85470617,0.0149974525
0.10070657,0.4697682,0.62687147,0.05588865
0.020049132,0.82229173,0.2551397,0.25427878
0.015870305,0.8584929,0.24681675,0.16586985
0.016281188,0.8481188,0.21547905,0.19483683
0.13052712,0.44168603,0.86771894,0.017358333
0.049262166,0.69224584,0.41115794,0.0671075
0.020745981,0.81478775,0.22786126,0.40537453
0.01533009,0.8540054,0.2261993,0.18142663
0.07979658,0.30984083,0.8694252,0.011149822
0.0067187045,0.93950635,0.1642977,0.088709176
0.01136535,0.9049878,0.24273166,0.075954154
0.014163335,0.88970387,0.20918168,0.19012022
0.09680168,0.3384377,0.83279717,0.018732375
0.06496507,0.5336411,0.5072339,0.07600636
0.010917682,0.9027318,0.21020441,0.0978341
0.018631779,0.789472,0.22137903,0.25343025
0.054406468,0.6176455,0.4954256,0.08986271
0.010736631,0.90759724,0.16920057,0.13514091
0.035566717,0.7695187,0.42657655,0.06806446
0.010927742,0.8897968,0.17654817,0.12748945
0.08038091,0.30808702,0.8814092,0.0085518425
0.120651156,0.41941416,0.8960549,0.011288244
0.022238063,0.7962946,0.25327992,0.25299558
0.06828316,0.38167867,0.70323676,0.03183248
0.06262607,0.6833134,0.46838418,0.07138893
0.01791471,0.82819194,0.22063287,0.240367
0.01756136,0.8774962,0.28141764,0.07387178
0.013303561,0.9042066,0.22211586,0.081478246
0.014125542,0.9051007,0.21650708,0.10347723
0.009439331,0.92017275,0.18651783,0.13896728
0.01116343,0.89680564,0.22180733,0.06651875
0.006604728,0.94995874,0.16396427,0.09377333
0.03185652,0.8447964,0.3048445,0.17679265
0.014318807,0.8609263,0.20797324,0.15677601
0.07662568,0.32784188,0.959539,0.003655832
0.01922224,0.8224966,0.23211043,0.2337644
0.013273594,0.86395425,0.22692084,0.15238565
0.023161313,0.86696106,0.2669401,0.14940064
0.090319656,0.4045895,0.709268,0.04283128
0.087516494,0.3256401,0.83756834,0.014170721
0.013543656,0.87465215,0.20848723,0.16402432
0.009257975,0.9282551,0.17225584,0.14479502
0.017750453,0.8602389,0.19395702,0.25458086
0.007961362,0.9345651,0.17135993,0.10470883
0.11003291,0.33616745,0.91980845,0.0074211755
0.08295742,0.34158918,0.9171865,0.0064772256
0.02320178,0.83299255,0.23533669,0.35712126
0.08106427,0.30127323,0.9749909,0.0020036052
0.017427217,0.7664245,0.22952582,0.21614768
0.0317513,0.8296665,0.32267198,0.14440273
0.020478595,0.85823256,0.28060353,0.09010366
0.016727291,0.87253827,0.26771387,0.083994254
0.010134419,0.90888506,0.20017785,0.07867465
0.01641068,0.90134776,0.21016993,0.15354066
0.01277835,0.8991955,0.20075077,0.1317072
0.09188653,0.48295373,0.57973796,0.070269756
0.008162407,0.9355949,0.17939198,0.099480316
0.01941851,0.87959826,0.25077224,0.10377182
0.018894754,0.89625186,0.22585146,0.13080864
0.017921371,0.86688703,0.2438122,0.114376254
0.012791205,0.90452456,0.21087016,0.08651413
0.06752959,0.31273708,0.97341,0.0016695743
0.009046267,0.9272819,0.18734863,0.07839578
0.009907312,0.89880615,0.21582897,0.10539669
0.018898804,0.806543,0.2600136,0.22503763
0.06436691,0.5826832,0.5074772,0.09689753
0.03298925,0.76162195,0.3537484,0.09486602
0.031955063,0.75983864,0.32889163,0.09615894
0.009634954,0.9098351,0.20463358,0.12568781
0.014701774,0.87547344,0.23777765,0.18389075
0.0829877,0.40554333,0.5737127,0.061647143
0.019054728,0.823639,0.22872041,0.20775652
0.0155232595,0.8573669,0.2594538,0.1855808
0.05032686,0.27128765,0.9943109,0.00032196622
0.0145076895,0.8819526,0.2400045,0.09028938
0.022087108,0.8041874,0.22895597,0.28119126
0.0151609,0.8691722,0.23850492,0.08923728
0.09557172,0.37901276,0.77071285,0.03275762
0.012586235,0.8674124,0.21954313,0.14134224
0.009598294,0.9108005,0.20049825,0.078032255
0.027792452,0.7777935,0.32966414,0.07476122
0.069302455,0.3741747,0.7575385,0.030361107
0.05459199,0.62083733,0.47861388,0.12447214
0.017615972,0.8465489,0.28058013,0.08728808
0.08102983,0.42682478,0.5966988,0.069272846
0.09526414,0.36039236,0.79599965,0.021484446
0.06978293,0.26751065,0.9891465,0.0006810296
0.007859658,0.9273675,0.17025249,0.11204206
0.03300968,0.7380138,0.37090516,0.111500755
0.014772549,0.87996876,0.23079497,0.070749305
0.019284949,0.7807176,0.25352487,0.18129495
0.07513076,0.29772857,0.88070023,0.010695474
0.0785097,0.57313657,0.55306983,0.10590748
0.006134914,0.9485428,0.14532219,0.06914972
0.028281048,0.8257908,0.21380924,0.6580705
0.05618388,0.56258905,0.50670576,0.08175152
0.017957974,0.7924323,0.26080227,0.22689809
0.012750206,0.9035445,0.23330028,0.11901388
0.013064722,0.87833536,0.18853699,0.15496863
0.015591175,0.8632979,0.23438418,0.1805711
0.07309811,0.692897,0.55699486,0.07263433
0.019823063,0.76409566,0.2427361,0.26185805
0.114531636,0.3939774,0.8060243,0.02372151
0.017522786,0.8371283,0.253765,0.20428957
0.015685322,0.89564836,0.21472405,0.24287876
0.008804599,0.912837,0.19248152,0.10494848
0.011231924,0.9341831,0.17199571,0.1196819
0.05802759,0.25391835,0.9946316,0.00033111978
0.009641608,0.90883666,0.1634078,0.13384679
0.013388389,0.87233436,0.21867052,0.15465604
0.017417954,0.8262493,0.25565326,0.1644026
0.099133596,0.39147356,0.80979526,0.026618436
0.009777568,0.91447663,0.2035223,0.06544154
0.094196886,0.43641508,0.6717432,0.051665857
0.011701378,0.9199179,0.21364433,0.11321391
0.013159584,0.90770406,0.25197983,0.13037932
0.020038333,0.7645704,0.26806134,0.31366378
0.009208126,0.93165755,0.18220317,0.08797809
0.0051856874,0.9582787,0.1403632,0.06678746
0.12272009,0.4208622,0.78744894,0.03189488
0.094785124,0.37989378,0.76793516,0.029085936
0.068262696,0.3483123,0.729603,0.02634766
0.046567734,0.7545038,0.5106132,0.062656194
0.027217379,0.7845815,0.30712155,0.07607887
0.103813246,0.58717096,0.6868259,0.039229807
0.020430535,0.78668743,0.22842601,0.29964086
0.10658071,0.45439598,0.6914458,0.052890383
0.016210726,0.8482195,0.24435246,0.20441324
0.011213779,0.91309047,0.19206993,0.16615392
0.011645067,0.91347206,0.19876319,0.089927904
0.009308047,0.92568666,0.17824703,0.14730458
0.019006515,0.82697004,0.2413212,0.22286758
0.0079785315,0.93804955,0.16330357,0.121263795
0.018230755,0.80173266,0.25014427,0.21144973
0.02235946,0.8129715,0.28979737,0.27085358
0.014975815,0.8914592,0.20205148,0.19972835
0.056696746,0.6481715,0.458651,0.12771286
0.008733723,0.9264464,0.16537149,0.12679319
0.020625858,0.82178515,0.26777452,0.23303232
0.012638318,0.912711,0.20491537,0.1343352
0.008352437,0.93630886,0.17581815,0.097476654
0.088001035,0.3095239,0.87860537,0.009378697
0.07327301,0.27645066,0.97265273,0.0017840195
0.0142557835,0.85400164,0.22279046,0.16064359
0.014138503,0.9034938,0.23183079,0.12463556
0.022866394,0.8685361,0.3492683,0.07453325
0.098224096,0.49541155,0.6910764,0.052957114
0.03876048,0.74187726,0.34886977,0.103398345
0.0068531474,0.94182163,0.1607694,0.089186236
0.09309367,0.3759012,0.7200927,0.037230436
0.07925903,0.3850408,0.75987643,0.03306129
0.019899542,0.85225856,0.27201477,0.08614261
0.091089614,0.3660781,0.82367426,0.017847117
0.013979037,0.8678407,0.2036118,0.15340145
0.0136612365,0.8885486,0.20763238,0.17019652
0.015409539,0.84839076,0.25477818,0.18004277
0.012746317,0.89821464,0.18544967,0.17178677
0.09751048,0.30141044,0.9686912,0.0031157061
0.097021855,0.43261558,0.6776312,0.04425706
0.021748947,0.7788139,0.26386192,0.24792634
0.094780505,0.4730616,0.63225603,0.049716104
0.08143438,0.5242606,0.5968097,0.060984027
0.014717478,0.88013375,0.24929309,0.09102491
0.012650784,0.8832196,0.24259372,0.06799235
0.008460294,0.914968,0.18066578,0.10735173
0.07007849,0.376197,0.67716736,0.03892675
0.012944516,0.9141909,0.17902309,0.19797698
0.014916422,0.87695354,0.22137417,0.18226965
0.01591686,0.8282545,0.24133445,0.16364747
0.015181155,0.79025644,0.22547628,0.18901353
0.071694314,0.37092903,0.6997307,0.022768809
0.008734919,0.9193565,0.20023467,0.12660189
0.13361128,0.44107336,0.7755847,0.039685663
0.0108898645,0.8862683,0.18988065,0.11854577
0.012755885,0.9111318,0.216245,0.118877284
0.009842961,0.9214924,0.212625,0.07538838
0.012811296,0.85073835,0.19386926,0.18446554
0.0083850045,0.9298165,0.18174385,0.11472338
0.09487505,0.35420927,0.8117404,0.022419797
0.018469458,0.87533367,0.28639176,0.06609946
0.112986155,0.37619507,0.84262925,0.019935247
0.06847102,0.30247378,0.9701402,0.0021000889
0.12461144,0.48504412,0.78189534,0.03874632
0.016144896,0.85798,0.20615394,0.20270167
0.023166975,0.8610651,0.2511948,0.14434406
0.009588537,0.93016356,0.17553653,0.14923894
0.012335264,0.895395,0.22085986,0.090971746
0.04698044,0.72123843,0.44086358,0.07245194
0.014582415,0.86146784,0.20440103,0.19521844
0.012706559,0.9164147,0.19407453,0.17602298
0.032698765,0.80098504,0.41672102,0.060272925
0.008212591,0.9181307,0.19161701,0.10407644
0.010022111,0.9181099,0.19953361,0.08593779
0.08340869,0.30051783,0.9778486,0.0016529157
0.07306933,0.3121393,0.9638659,0.0024572113
0.071218334,0.36433303,0.71098435,0.037557136
0.016037302,0.89165646,0.23191144,0.20846863
0.015899602,0.85910326,0.23652613,0.17415595
0.072893605,0.49595958,0.5560428,0.086379714
0.045386985,0.65812266,0.41693878,0.08129928
0.009115002,0.9302412,0.16312672,0.1295182
0.025426503,0.8211721,0.34007698,0.07605873
0.080870055,0.33564752,0.8963311,0.007969369
0.021542927,0.75897443,0.23992422,0.2679514
0.016469574,0.86867,0.30842468,0.06839985
0.015380643,0.8330102,0.23153183,0.18448633
0.020061264,0.83029777,0.26357946,0.24438396
0.014691094,0.8637817,0.20399143,0.18046807
0.08420487,0.3302391,0.8204124,0.015357177
0.008362549,0.9355352,0.15910742,0.13517061
0.051256303,0.7469696,0.49845415,0.054545004
0.118270546,0.3464008,0.9129961,0.010189636
0.050591417,0.27893895,0.98128265,0.0010046498
0.018602705,0.852904,0.26052514,0.16719003
0.033888165,0.78212935,0.35540915,0.0850346
0.09559262,0.40521798,0.6729765,0.049620382
0.07854152,0.5664701,0.5104019,0.07486068
0.018161349,0.79502946,0.24735838,0.19311644
0.013208811,0.91073275,0.20437032,0.091863014
0.053202726,0.67498285,0.4008202,0.07732288
0.05886462,0.31920716,0.9466413,0.0037270288
0.0766298,0.35045323,0.6981921,0.027649652
0.010649083,0.90023744,0.21895482,0.07410114
0.03566399,0.7424208,0.33940297,0.097841136
0.016049905,0.83896035,0.21694061,0.20528348
0.016095527,0.87770516,0.23517953,0.13299075
0.018519005,0.8489901,0.22824998,0.2093373
0.086682245,0.32267958,0.9792948,0.0017473133
0.0099714175,0.9122771,0.18364464,0.13499147
0.01509539,0.859973,0.2198215,0.17800416
0.013777159,0.888944,0.24520178,0.15091543
0.009995898,0.91814244,0.20093566,0.08756026
0.038195632,0.68836874,0.38136256,0.080943696
0.09126197,0.46866024,0.6204568,0.099076495
0.03627592,0.81566024,0.38718358,0.094428614
0.0083270045,0.93217385,0.17140791,0.08956322
0.10907695,0.3827039,0.844448,0.018921196
0.096647285,0.43657103,0.7111557,0.055373594
0.013966319,0.8864855,0.21370174,0.19187911
0.009571976,0.93438923,0.1680182,0.13450094
0.0071697165,0.9416351,0.1807656,0.08435307
0.0120586185,0.91378313,0.17310095,0.18151724
0.018552186,0.8629824,0.25969845,0.12401921
0.06446064,0.3291741,0.94280636,0.0034923225
0.07328636,0.28893244,0.9895599,0.00078645546
0.06408023,0.62239933,0.4891058,0.12486349
0.0075939475,0.9408814,0.15652393,0.09606664
0.009050763,0.91969913,0.18780199,0.13482167
0.016747003,0.8755921,0.22209202,0.2562724
0.008934239,0.930463,0.1708703,0.090346515
0.010069342,0.92799705,0.19265822,0.1080081
0.019974578,0.8233178,0.27220464,0.22859378
0.022072595,0.83530146,0.2893651,0.2152666
0.009249065,0.91936886,0.18859456,0.122424796
0.007583928,0.9429285,0.16809143,0.09934671
0.087756574,0.4331829,0.6414793,0.057657693
0.011829286,0.8930649,0.2193296,0.10700215
0.07323151,0.3504261,0.6880004,0.029142398
0.06820139,0.31568587,0.8632983,0.01022201
0.019371359,0.8251706,0.29973584,0.07447715
0.08309511,0.49617612,0.5648141,0.081912994
0.07111039,0.27697444,0.9864908,0.00086545263
0.014475063,0.8891549,0.21091095,0.20192689
0.094454594,0.40604782,0.7631881,0.02879752
0.013772704,0.88613516,0.23307575,0.08467736
0.022853076,0.7719596,0.24327724,0.30343357
0.013418012,0.9136087,0.18568636,0.100098364
0.00593625,0.95458335,0.14862444,0.07692744
0.060101707,0.2545649,0.9957957,0.00022970354
0.068520404,0.29797578,0.9653432,0.0036118836
0.05716801,0.59913546,0.48121908,0.09471876
0.013481872,0.9073087,0.22021262,0.0877228
0.036666434,0.6780855,0.3884807,0.08693091
0.008321428,0.93517447,0.14717025,0.10977593
0.099065095,0.59338385,0.69158053,0.046384335
0.07611166,0.31917697,0.94643295,0.003820518
0.03921629,0.7958109,0.35496822,0.07958996
